cancer_type,trial_id,rule,rule_section,overall_frequency,n_trials,enrollment_mean,enrollment_std,site_mean,site_std,recruitment_months_mean,recruitment_months_std,epsm_mean,epsm_std,start_date_mean,start_date_std_yrs,Overall,White,Asian,African-American,Female,Male,18-50,50-65,>65,cluster_id,cluster_center_rule
breast_cancer,NCT03425656,"the patient has a history of any other malignancy, including previous breast cancer or a second non breast malignant disease: descriptive",exclusion,0.46829971181556196,325,1065.009523809524,1909.6756744111474,81.78153846153846,166.14538376677382,63.19848045224844,49.02051648100934,3.517484550857039,11.439619976366222,2007-03-23,7.19,19.450680047537304,20.5749354005168,14.479638009049774,14.39655172413793,19.450680047537304,0.0,20.5761316872428,18.307692307692307,19.778080591785088,5,"the patient has a history of any other malignancy, including previous breast cancer or a second non breast malignant disease: descriptive"
breast_cancer,NCT03425656,the patient has a history of previous chemotherapy: descriptive,exclusion,0.28530259365994237,198,1110.0756756756757,2016.4521697619612,83.13636363636364,168.33588790951066,59.976286495385686,39.25617071381568,3.453785548283247,8.327948958544196,2007-02-23,6.62,9.467846296051762,9.205426356589149,13.122171945701355,10.172413793103448,9.467846296051762,0.0,20.16460905349794,11.333333333333334,7.747712672766206,6,the patient has a history of previous chemotherapy: descriptive
breast_cancer,NCT03425656,max left ventricular ejection fraction (percent): 55.0,exclusion,0.08213256484149856,57,705.4736842105264,973.6870483092156,128.3684210526316,160.11453842026287,45.16218272356317,29.45041491042621,2.912450486493364,7.750878262753619,2011-12-23,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1783,max left ventricular ejection fraction (%): 50.0
breast_cancer,NCT03425656,the patient has a prior myocardial infarction: descriptive,exclusion,0.07636887608069164,53,1151.2745098039215,1532.02816003403,106.56603773584905,180.1078212791483,73.31898118377275,45.21667014609599,3.679744173413054,8.151886055558574,2007-03-13,6.72,9.481051102601349,8.397932816537468,1.8099547511312215,16.724137931034484,9.481051102601349,0.0,3.08641975308642,6.769230769230769,11.115437025501263,7,the patient has a prior myocardial infarction: descriptive
breast_cancer,NCT03425656,the patient has a history of documented congestive heart failure (chf): descriptive,exclusion,0.1685878962536023,117,1032.0347826086957,1188.973292386178,109.86324786324786,213.69475111681544,62.39218731334368,38.57582217631987,5.010382407547959,11.040121127202434,2009-02-15,6.26,30.66156080813416,31.0562015503876,12.217194570135746,32.06896551724138,30.66156080813416,0.0,16.049382716049383,24.512820512820515,34.378041658555574,8,the patient has a history of documented congestive heart failure (chf): descriptive
breast_cancer,NCT03425656,the patient has any prior history of arrhythmia or cardiac valvular disease requiring medications or that is clinically significant: descriptive,exclusion,0.2276657060518732,158,1026.7987012987012,1158.3265672245334,111.33544303797468,202.85235479054705,60.825238839364985,37.333224618359935,4.258258723420499,9.75480485247649,2009-06-13,6.16,0.8583124257229632,1.0012919896640826,0.0,0.2586206896551724,0.8583124257229632,0.0,0.411522633744856,0.9230769230769232,0.8759976640062294,9,the patient has any prior history of arrhythmia or cardiac valvular disease requiring medications or that is clinically significant: descriptive
breast_cancer,NCT03425656,the patient is currently using medications for treatment of angina pectoris: descriptive,exclusion,0.018731988472622477,13,2852.923076923077,1916.9290745677258,336.2307692307692,457.08937015390364,82.49267158596989,42.218783702230354,6.833689688934009,14.8240624693002,2007-01-11,5.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,the patient is currently using medications for treatment of angina pectoris: descriptive
breast_cancer,NCT03425656,min diastolic blood pressure (mmhg): 100.0,exclusion,0.001440922190201729,1,668.0,,221.0,,25.394218134034166,,0.11902805664011051,,2013-12-17,0.0,17.166248514459262,16.45671834625323,9.049773755656108,22.5,17.166248514459262,0.0,7.407407407407407,12.41025641025641,19.894880280319253,1781,min systolic blood pressure (mmhg): 90.0
breast_cancer,NCT03425656,min systolic blood pressure (mmhg): 200.0,exclusion,0.001440922190201729,1,668.0,,221.0,,25.394218134034166,,0.11902805664011051,,2013-12-17,0.0,12.188036445266077,11.886304909560724,9.049773755656108,14.39655172413793,12.188036445266077,0.0,6.790123456790123,9.282051282051285,13.801829861787036,1781,min systolic blood pressure (mmhg): 90.0
breast_cancer,NCT03425656,"the patient has a severe conduction abnormality, such as having a pacemaker or a diagnosis by ecg: descriptive",exclusion,0.01729106628242075,12,1902.8333333333333,1831.9807379561678,346.4166666666667,459.6218719246454,70.9620017520806,36.68138187451473,1.4993139723546332,3.6536877826431566,2010-05-07,7.27,19.50349927373564,19.492894056847547,25.79185520361991,18.36206896551724,19.50349927373564,0.0,15.432098765432098,19.128205128205128,20.03114658360911,11,"the patient has a severe conduction abnormality, such as having a pacemaker or a diagnosis by ecg: descriptive"
breast_cancer,NCT03425656,the patient has any other significant cardiovascular disease: descriptive,exclusion,0.15273775216138327,106,820.8543689320388,1028.6755944337683,92.80188679245283,146.50866509796293,53.512155059132716,34.644776275191305,4.990707970524201,10.889443641350093,2010-10-05,5.4,23.16123068797042,22.900516795865634,39.36651583710408,21.46551724137931,23.16123068797042,0.0,19.753086419753085,23.94871794871795,23.184738174031537,12,the patient has any other significant cardiovascular disease: descriptive
breast_cancer,NCT03425656,max absolute neutrophil count (/µl): 1500.0,exclusion,0.09798270893371758,68,1137.359375,1648.8321058385682,87.17647058823529,205.9222387051177,65.4033154755888,45.21727002232905,3.4818878337582233,8.301721312684892,2008-03-31,6.88,83.48078700647035,83.88242894056847,82.8054298642534,81.46551724137932,83.48078700647035,0.0,77.98353909465021,81.07692307692308,84.91337356433716,1776,min absolute neutrophil count (/mm3): 1500.0
breast_cancer,NCT03425656,max platelet count (/µl): 100000.0,exclusion,0.16714697406340057,116,1485.7589285714287,2472.9643234314176,88.76724137931035,196.24950214320103,69.43704176747269,43.305060272242436,4.434697548013211,8.812602830245709,2006-07-16,6.76,19.477089660636477,17.45801033591731,29.41176470588235,28.36206896551724,19.477089660636477,0.0,60.699588477366255,30.153846153846157,11.52423593537084,1777,min platelet count (x10^9 /l): 100.0
breast_cancer,NCT03425656,"the patient has liver dysfunction, including baseline alanine amino transferase (alt) and/or aspartate amino transferase (ast) greater than or equal to 3 times the upper limit of normal (uln): descriptive",exclusion,0.1037463976945245,72,1073.3239436619717,1483.6289945809797,131.23611111111111,234.63021508866,56.71265878230398,35.89903992881017,1.6599555980116554,4.4904108823089235,2009-12-08,6.38,6.52317443549452,6.314599483204135,3.619909502262444,8.189655172413794,6.52317443549452,0.0,11.11111111111111,7.333333333333333,5.781584582441114,1807,"the patient has ast, alt, and alkaline phosphatase levels less than or equal to 2.5 times the upper limit of normal (uln), with exceptions for patients with documented liver or bone metastases: descriptive"
breast_cancer,NCT03425656,"the patient has liver dysfunction, including baseline alkaline phosphatase (alp) greater than or equal to 3 times the upper limit of normal (uln): descriptive",exclusion,0.12536023054755044,87,1099.2738095238096,1405.1297702038141,75.183908045977,125.99847994059407,66.36292706964518,41.77445253713327,2.3265544082006593,7.604282970277167,2008-01-20,6.2,2.231612306879704,2.1156330749354004,6.787330316742081,1.9827586206896552,2.231612306879704,0.0,14.197530864197532,3.641025641025641,0.5645318279151256,1807,"the patient has ast, alt, and alkaline phosphatase levels less than or equal to 2.5 times the upper limit of normal (uln), with exceptions for patients with documented liver or bone metastases: descriptive"
breast_cancer,NCT03425656,"the patient has liver dysfunction, including serum total bilirubin greater than 1.5 times the upper limit of normal (uln): descriptive",exclusion,0.14697406340057637,102,908.3434343434343,1270.01451993641,91.7156862745098,192.0841078902151,61.875648385088866,38.746162419123586,2.72198663704592,6.374046781966048,2008-07-22,6.8,0.6734451340287865,0.6944444444444444,1.8099547511312215,0.3448275862068966,0.6734451340287865,0.0,3.703703703703704,1.2307692307692308,0.1751995328012458,1808,"the patient has a total serum bilirubin level less than or equal to 1.5 times the upper limit of normal (uln), or less than or equal to 3.0 times uln if the patient has gilbert’s disease: descriptive"
breast_cancer,NCT03425656,min serum creatinine (mg/dl): 2.5,exclusion,0.16714697406340057,116,1261.4234234234234,2332.768427697986,81.60344827586206,166.6349240136937,71.012379186265,42.436959771256255,4.458283116018296,9.41498946363781,2006-07-12,6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,min serum creatinine (mg/dl): 2.5
breast_cancer,NCT03425656,pregnancy status: yes,exclusion,0.012968299711815562,9,1304.375,1749.4443964952334,32.77777777777778,52.91450126803091,69.56072836493335,35.88811639397562,2.638667986458353,3.378806171916656,2004-02-03,2.84,0.0528192261983361,0.0484496124031007,0.0,0.0862068965517241,0.0528192261983361,0.0,0.411522633744856,0.1025641025641025,0.0,14,pregnancy status: yes
breast_cancer,NCT03425656,the patient is lactating: descriptive,exclusion,0.1484149855907781,103,762.6138613861386,1053.2245911513558,78.50485436893204,135.69601795900115,49.8964171739655,35.73983157241053,3.325742502817761,7.727093380015741,2009-08-29,7.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,the patient is lactating: descriptive
breast_cancer,NCT03425656,the patient is a woman of childbearing potential who is not willing to use adequate contraception: descriptive,exclusion,0.14553314121037464,101,1006.1855670103092,1466.6462687731441,65.74257425742574,130.4239742888819,62.05537178848156,34.71072968390359,4.366547946595205,9.210129990199286,2007-04-26,5.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1822,"the patient is a woman of childbearing potential using a medically accepted method of contraception to avoid pregnancy during the 2 months preceding the start of study treatment, throughout the study period, and for up to 3 months after the last dose of study treatment: descriptive"
breast_cancer,NCT01953003,min age (years): 21.0,inclusion,0.069164265129683,48,745.7083333333334,1120.1418785199419,54.854166666666664,99.28853067044066,53.68365423070331,37.87081564689677,4.662203594866178,7.958452824563281,2009-02-28,6.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1769,min age (years): 81.0
breast_cancer,NCT01953003,max age (years): 79.0,inclusion,0.15561959654178675,108,1513.7113402061855,2587.1635166028627,55.27777777777778,111.56958629335227,74.9061906847715,42.687065997945176,3.9036634038354645,11.504768737984335,2004-02-04,6.67,19.133764690347288,20.4780361757106,12.669683257918551,13.189655172413794,19.133764690347288,0.0,0.0,0.0,28.207124781000584,1769,min age (years): 81.0
breast_cancer,NCT01953003,the patient has given written informed consent: descriptive,inclusion,0.25504322766570603,177,703.7885714285715,1077.521637986174,35.77401129943503,96.86122220065374,58.77291783993492,36.50568661389652,4.11437242285496,7.88509488079542,2008-07-19,6.15,0.026409613099168,0.0161498708010335,0.0,0.0862068965517241,0.026409613099168,0.0,0.205761316872428,0.0,0.0194666147556939,1800,"the patient provides written, informed consent to participate in the study and follow the study procedures: descriptive"
breast_cancer,NCT01953003,the patient is a woman with histologically or cytologically confirmed her 2 negative carcinoma of the breast: descriptive,inclusion,0.569164265129683,395,1022.7075718015666,1774.1581140750475,77.72658227848102,145.7890005014903,61.189554134531974,47.02929782253724,3.6680192552705977,8.009676441067315,2007-08-29,7.23,26.449227518816848,26.356589147286822,26.69683257918552,26.89655172413793,26.449227518816848,0.0,17.28395061728395,26.205128205128204,27.40899357601713,1819,the patient is a woman with histologically confirmed estrogen receptor positive and or progesterone receptor positive invasive carcinoma of the breast: descriptive
breast_cancer,NCT01953003,the patient has documented locally recurrent or metastatic disease not amenable to curative surgery or radiotherapy: descriptive,inclusion,0.33861671469740634,235,973.2114537444934,1449.535192285286,112.94468085106384,180.41287265331607,63.81203535362627,46.31867177500436,1.7990936425978443,5.478364063805418,2008-03-22,7.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1819,the patient is a woman with histologically confirmed estrogen receptor positive and or progesterone receptor positive invasive carcinoma of the breast: descriptive
breast_cancer,NCT01953003,"the patient has received one, two, or three prior chemotherapy regimens, including those administered in the neoadjuvant or adjuvant setting, with neoadjuvant chemotherapy followed by adjuvant chemotherapy counting as one line: descriptive",inclusion,0.07780979827089338,54,1388.1923076923076,2108.726853503025,105.70370370370371,150.67140676389945,63.77595269382392,42.03234081639915,1.415345407886125,4.161292193410028,2007-07-27,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,"the patient has received one, two, or three prior chemotherapy regimens, including those administered in the neoadjuvant or adjuvant setting, with neoadjuvant chemotherapy followed by adjuvant chemotherapy counting as one line: descriptive"
breast_cancer,NCT01953003,"the patient has received prior treatment including both an anthracycline (such as doxorubicin, pirarubicin, or epirubicin) and a taxane (such as paclitaxel or docetaxel) in any combination or order, regardless of setting: descriptive",inclusion,0.11239193083573487,78,1316.5466666666666,2429.137881176317,137.6153846153846,234.37528075241258,65.28890821935556,36.66905399151863,1.8915999779537465,5.973190303471384,2007-12-06,6.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,"the patient has received prior treatment including both an anthracycline (such as doxorubicin, pirarubicin, or epirubicin) and a taxane (such as paclitaxel or docetaxel) in any combination or order, regardless of setting: descriptive"
breast_cancer,NCT01953003,"the patient has received a minimum cumulative dose of 180 mg/m² of doxorubicin or pirarubicin, or 300 mg/m² of epirubicin: descriptive",inclusion,0.027377521613832854,19,729.6315789473684,1211.153775470422,55.05263157894737,79.48058720650005,43.35851949189663,20.36681561044304,2.4222783253434392,5.737261578630002,2008-12-12,8.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782,the patient has received more than one anthracycline and the cumulative dose exceeds the equivalent of 360 mg/m2 of doxorubicin: descriptive
breast_cancer,NCT01953003,the patient has documented progression on or within 12 months of the most recent chemotherapy: descriptive,inclusion,0.14553314121037464,101,853.1734693877551,1424.9894629779367,88.3069306930693,116.97578745828193,55.951715268264046,36.22751741908977,1.893909370283537,4.706730551265446,2008-08-15,5.65,6.377921563449095,6.104651162790698,10.407239819004523,7.068965517241379,6.377921563449095,0.0,13.786008230452676,7.0256410256410255,5.431185516838622,18,the patient has documented progression on or within 12 months of the most recent chemotherapy: descriptive
breast_cancer,NCT01953003,"the patient may have received prior hormone therapy in the neoadjuvant, adjuvant, or advanced setting, provided that the treatment is terminated at least 2 weeks prior to randomisation: descriptive",inclusion,0.1988472622478386,138,1212.7664233576643,2186.3314770166326,109.7536231884058,145.40940499076868,59.975744222580104,37.91977609279097,2.341022005715766,6.592978591918911,2008-12-21,5.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,"the patient may have received prior hormone therapy in the neoadjuvant, adjuvant, or advanced setting, provided that the treatment is terminated at least 2 weeks prior to randomisation: descriptive"
breast_cancer,NCT01953003,"the patient may have received prior radiation therapy to less than 30% of the bone marrow, which must be completed at least 3 weeks before randomisation: descriptive",inclusion,0.20028818443804033,139,878.2941176470588,1290.8250598265643,103.69064748201438,169.32593768459142,51.93977907358738,31.375413442388847,3.2506995666214498,7.685085962247712,2009-07-23,6.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,"the patient may have received prior radiation therapy to less than 30% of the bone marrow, which must be completed at least 3 weeks before randomisation: descriptive"
breast_cancer,NCT01953003,the patient has measurable or non measurable disease according to recist version 1.1: descriptive,inclusion,0.09798270893371758,68,495.86567164179104,347.7495570231102,120.82352941176471,136.14653444391698,51.311027999595666,23.57798975757726,1.0641562085790144,2.419626414228271,2011-02-08,5.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1796,"the patient has either measurable disease, defined as at least one measurable lesion as per recist 1.1 criteria, or non measurable disease: descriptive"
breast_cancer,NCT01953003,the patient with a single lesion must have available histological or cytological confirmation: descriptive,inclusion,0.05763688760806916,40,759.0263157894736,896.8431869571542,92.225,113.01905614223668,62.635728611937196,39.55162906689378,1.1854521438246854,3.351971776021479,2007-03-24,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,the patient with a single lesion must have available histological or cytological confirmation: descriptive
breast_cancer,NCT01953003,"the patient has adequate recovery from recent surgery, with at least one week elapsed since minor surgery and at least three weeks since major surgery: descriptive",inclusion,0.023054755043227664,16,789.8461538461538,849.8877225996625,40.3125,74.7954711195805,64.27945685501533,30.87560140241547,6.949617154211174,16.84647971622903,2006-05-28,7.11,17.08701967516176,17.16731266149871,6.787330316742081,18.620689655172413,17.08701967516176,0.0,7.20164609053498,12.35897435897436,19.81701382129648,22,"the patient has adequate recovery from recent surgery, with at least one week elapsed since minor surgery and at least three weeks since major surgery: descriptive"
breast_cancer,NCT01953003,min life expectancy (weeks): 12.0,inclusion,0.11815561959654179,82,1247.0555555555557,2683.6666471315784,86.21951219512195,132.2252123275578,59.70024186329962,35.72735037265676,1.4163296658421574,3.2053035496642974,2005-08-10,6.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1769,min age (years): 81.0
breast_cancer,NCT01953003,min karnofsky performance score (%): 70.0,inclusion,0.06195965417867435,43,890.1463414634146,970.7834351948846,24.13953488372093,45.66523184851376,69.51734914941221,42.6836221852704,6.343622988788543,13.237547786202303,2005-07-04,6.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,min karnofsky performance score (%): 70.0
breast_cancer,NCT01953003,min absolute neutrophil count (10^9/l): 1.5,inclusion,0.0936599423631124,65,1163.3387096774193,1669.0272807006174,90.96923076923076,209.90138824805697,67.24386418549447,45.49981510584601,3.5220509309189953,8.368442718317038,2008-03-29,6.8,2.0203354020863595,2.1156330749354004,1.3574660633484164,1.637931034482759,2.0203354020863595,0.0,1.851851851851852,1.5897435897435896,2.19972746739342,1776,min absolute neutrophil count (/mm3): 1500.0
breast_cancer,NCT01953003,min platelet count (10^9/l): 100.0,inclusion,0.1628242074927954,113,1547.4036697247707,2509.4829890993483,90.38053097345133,198.55681620239042,69.50874355604974,43.37143130772694,4.973193272983393,9.796743158362382,2006-09-14,6.67,20.71834147629737,20.26808785529716,9.95475113122172,25.17241379310345,20.71834147629737,0.0,10.08230452674897,14.564102564102564,24.060735838037765,1777,min platelet count (x10^9 /l): 100.0
breast_cancer,NCT01953003,min haemoglobin (g/dl): 10.0,inclusion,0.069164265129683,48,1090.872340425532,1524.467684957338,66.52083333333333,195.75842576723295,63.92689824601497,45.043335338059464,5.180795351200577,9.829722253477911,2009-10-01,6.03,2.733394955763898,2.8262273901808785,2.7149321266968327,2.2413793103448274,2.733394955763898,0.0,0.823045267489712,2.051282051282051,3.1730582051781195,1792,min hemoglobin (g/dl): 8.0
breast_cancer,NCT01953003,"the patient has adequate hepatic function defined by total bilirubin less than 1.5 times the upper limit of normal (uln), aspartate aminotransferase (ast) and alanine aminotransferase (alt) less than 2.5 times uln (or less than 5 times uln in case of liver metastases), and alkaline phosphatase less than 5 times uln: descriptive",inclusion,0.2377521613832853,165,785.6564417177914,1041.1786197747958,65.98181818181818,116.0457475354625,57.222852705769924,35.930942963050676,3.2501834131688363,7.905522055994652,2009-02-26,6.46,0.9375412650204674,0.8074935400516796,0.0,1.8103448275862069,0.9375412650204674,0.0,0.6172839506172839,1.0256410256410255,0.9343975082733113,1807,"the patient has ast, alt, and alkaline phosphatase levels less than or equal to 2.5 times the upper limit of normal (uln), with exceptions for patients with documented liver or bone metastases: descriptive"
breast_cancer,NCT01953003,min creatinine clearance (ml/min): 50.0,inclusion,0.19740634005763688,137,1198.2595419847328,2220.114292233922,83.08029197080292,169.30116128272374,70.31102879551356,42.933779600819726,4.038761035691809,8.803721257693544,2007-01-05,6.66,3.631321801135613,2.5516795865633077,0.9049773755656108,9.913793103448276,3.631321801135613,0.0,2.05761316872428,2.769230769230769,4.107455713451431,1802,min creatinine clearance (ml/min): 50.0
breast_cancer,NCT01953003,the patient has an ecg without clinically relevant abnormality: descriptive,inclusion,0.01585014409221902,11,1408.5454545454545,1921.228792394928,140.72727272727272,151.41075979539295,50.532194480946124,41.806567453765524,7.073428586751237,14.634101906055374,2015-06-21,5.28,0.2112769047933447,0.2099483204134367,0.0,0.2586206896551724,0.2112769047933447,0.0,0.0,0.0512820512820512,0.2919992213354098,24,the patient has an ecg without clinically relevant abnormality: descriptive
breast_cancer,NCT01953003,the patient on coumadin or warfarin is on stable doses and has an international normalized ratio (inr) of 3 or less at the time of screening: descriptive,inclusion,0.007204610951008645,5,637.0,794.867284519875,124.2,223.2603860965935,61.78547963206307,13.928740497718758,0.42197186572203826,0.660197543677952,2008-05-12,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,the patient on coumadin or warfarin is on stable doses and has an international normalized ratio (inr) of 3 or less at the time of screening: descriptive
breast_cancer,NCT01953003,"the patient is a woman of childbearing potential using a medically accepted method of contraception to avoid pregnancy during the 2 months preceding the start of study treatment, throughout the study period, and for up to 3 months after the last dose of study treatment: descriptive",inclusion,0.18587896253602307,129,918.3828125,1378.924076302318,91.76744186046511,172.6678310201007,56.29408672798949,34.37443117318992,4.7097364647630675,11.303598124947719,2010-12-05,6.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1822,"the patient is a woman of childbearing potential using a medically accepted method of contraception to avoid pregnancy during the 2 months preceding the start of study treatment, throughout the study period, and for up to 3 months after the last dose of study treatment: descriptive"
breast_cancer,NCT01953003,the patient is a woman of childbearing potential with a negative serum or urine pregnancy test within 72 hours prior to first treatment administration: descriptive,inclusion,0.11959654178674352,83,956.9759036144578,1164.0042533647836,61.06024096385542,101.9329465632343,54.080326156541666,36.43277901788702,5.759214669078776,11.637443207470675,2011-04-21,5.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1822,"the patient is a woman of childbearing potential using a medically accepted method of contraception to avoid pregnancy during the 2 months preceding the start of study treatment, throughout the study period, and for up to 3 months after the last dose of study treatment: descriptive"
breast_cancer,NCT01953003,"the patient does not have any psychological, familial, sociological, or geographical condition potentially hampering compliance with the study protocol and follow up schedule, as assessed before registration in the trial: descriptive",inclusion,0.2723342939481268,189,796.0802139037434,1336.1789482337986,65.73015873015873,144.68224975484588,60.17837287548195,46.04759641272119,3.3239673274761903,7.075587871912151,2009-07-12,6.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,"the patient does not have any psychological, familial, sociological, or geographical condition potentially hampering compliance with the study protocol and follow up schedule, as assessed before registration in the trial: descriptive"
breast_cancer,NCT01953003,the patient has known or clinical evidence of brain metastasis or leptomeningeal involvement: descriptive,exclusion,0.1829971181556196,127,637.6910569105692,1001.1496189429079,96.03937007874016,161.02895340441322,53.82135459587072,28.606818122714596,1.7627527484589922,4.933001048722156,2009-08-17,5.96,0.1584576785950086,0.1614987080103359,0.0,0.1724137931034483,0.1584576785950086,0.0,0.205761316872428,0.2564102564102564,0.1167996885341639,27,the patient has known or clinical evidence of brain metastasis or leptomeningeal involvement: descriptive
